,value,term,classify,congoness
2086,0.025591345021135845,significant,Congo and Belgrade,0.07590160879971093
2088,0.0255483675267652,day,Congo and Belgrade,0.10999951985062274
2090,0.02548864896696084,consequently,Congo and Belgrade,0.07720243480002717
2092,0.025480768824136732,discrimination,Belgrade Only,-0.02910891428237069
2094,0.025318600734496263,rome,Congo and Belgrade,0.05973829197446855
2096,0.025314197051029184,advanced,Belgrade Only,-0.014735832896657185
2098,0.025314197051029184,confer,Congo and Belgrade,0.005940746999661056
2100,0.025314197051029184,heavily,Belgrade Only,-0.023198075630356862
2102,0.025314197051029184,maturity,Congo and Belgrade,0.008807314417184511
2104,0.025314197051029184,requires,Belgrade Only,-0.015781723804380737
2106,0.025314197051029184,sacrifice,Belgrade Only,-0.017173443555666128
2108,0.025314197051029184,spared,Belgrade Only,-0.014084570885288441
2110,0.025314197051029184,wherever,Congo and Belgrade,0.11916169524615655
2112,0.02529015766838311,accelerating,Congo and Belgrade,0.03233577864170733
2114,0.02529015766838311,calumnies,Congo and Belgrade,0.02533382958125197
2116,0.02529015766838311,civilising,Congo and Belgrade,0.03233577864170733
2118,0.02529015766838311,dad,Belgrade Only,-0.02481002724763954
2120,0.02529015766838311,emergent,Congo and Belgrade,0.036458612859936936
2122,0.02529015766838311,inconsistency,Belgrade Only,-0.021479819769320826
2124,0.02529015766838311,indispensable,Belgrade Only,-0.0
2126,0.02529015766838311,intensifying,Belgrade Only,-0.0
2128,0.02529015766838311,legal,Congo and Belgrade,0.010553978061052858
2130,0.02529015766838311,nuri,Belgrade Only,-0.001245793595308341
2132,0.02529015766838311,obstinacy,Congo and Belgrade,0.03233577864170733
2134,0.02529015766838311,praised,Belgrade Only,-0.0166652841432115
2136,0.02529015766838311,retaining,Belgrade Only,-0.0
2138,0.02529015766838311,signal,Belgrade Only,-0.0
2140,0.02529015766838311,solidate,Belgrade Only,-0.0
2142,0.02529015766838311,tinued,Congo and Belgrade,0.005535196381865853
2144,0.02529015766838311,titude,Congo and Belgrade,0.05227151371807027
2146,0.02529015766838311,trigue,Belgrade Only,-0.0
2148,0.02529015766838311,violently,Congo and Belgrade,0.026656864499544138
2150,0.02529015766838311,whenever,Congo and Belgrade,0.004018599735665711
2152,0.025246437677096605,convocation,Belgrade Only,-0.0
2154,0.025246437677096605,dangerous,Congo and Belgrade,0.0005493658860872628
2156,0.025246437677096605,ministerial,Belgrade Only,-0.0
2158,0.025246437677096605,preventing,Congo and Belgrade,0.015396559106289284
2160,0.025246437677096605,referring,Congo and Belgrade,0.005692091233394267
2162,0.025246437677096605,threatening,Congo and Belgrade,0.028825095150034955
2164,0.025215755292577583,civil,Belgrade Only,-0.05514432713286888
2166,0.025215755292577583,contributions,Belgrade Only,-0.0
2168,0.025215755292577583,initiative,Belgrade Only,-0.0
2170,0.025167834108274327,opposition,Congo and Belgrade,0.0014841598986296439
2172,0.025107489426333143,claimed,Congo and Belgrade,0.07907399783963573
2174,0.025009502242133844,forming,Belgrade Only,-0.06525186618944549
2176,0.02485483411768366,seek,Belgrade Only,-0.046960152193378665
2178,0.024854076107119285,burma,Belgrade Only,-0.0039538951003679
2180,0.024854076107119285,departure,Congo and Belgrade,0.024993059477256857
2182,0.024854076107119285,dependence,Congo and Belgrade,0.07289163312560383
2184,0.024854076107119285,driven,Congo and Belgrade,0.02585231771078432
2186,0.024854076107119285,ensuring,Belgrade Only,-0.03695421940101118
2188,0.024854076107119285,grown,Belgrade Only,-0.0
2190,0.024854076107119285,lasting,Congo and Belgrade,0.06048989661608041
2192,0.024854076107119285,rial,Belgrade Only,-0.0
2194,0.024854076107119285,stability,Belgrade Only,-0.005796373222209719
2196,0.024854076107119285,waged,Congo and Belgrade,0.039820001856233966
2198,0.02482493020000881,possibly,Belgrade Only,-0.03037685364788172
2200,0.02479513592149158,culture,Belgrade Only,-0.009563678963346109
2202,0.02446008831027328,began,Congo and Belgrade,0.06941076480756675
2204,0.024457724341497476,adopting,Congo and Belgrade,0.020899767963978327
2206,0.024457724341497476,assumed,Congo and Belgrade,0.0052421954764970725
2208,0.024457724341497476,evident,Congo and Belgrade,0.009809381838629559
2210,0.024381938545980617,understanding,Congo and Belgrade,0.05410336749128639
2212,0.024368793500684657,starting,Belgrade Only,-0.021942072156309184
2214,0.024355760688908108,ening,Belgrade Only,-0.021479819769320826
2216,0.02433528093455284,approve,Belgrade Only,-0.0
2218,0.02433528093455284,attending,Belgrade Only,-0.014735832896657185
2220,0.02433528093455284,ternal,Belgrade Only,-0.0
2222,0.024277172451450616,adoption,Belgrade Only,-0.014718103597737215
2224,0.024277172451450616,alarm,Belgrade Only,-0.0
2226,0.024277172451450616,brink,Belgrade Only,-0.0020350393334974005
2228,0.024277172451450616,creating,Belgrade Only,-0.007532248945004904
2230,0.024277172451450616,sep,Belgrade Only,-0.0
2232,0.024277172451450616,sitive,Belgrade Only,-0.0
2234,0.024269060581384137,nation,Belgrade Only,-0.031554099310630884
2236,0.02424944859138097,bribery,Belgrade Only,-0.0
2238,0.02424944859138097,cal,Congo and Belgrade,0.07887312818752533
2240,0.02424944859138097,commerce,Belgrade Only,-0.0
2242,0.02424944859138097,davar,Belgrade Only,-0.0
2244,0.02424944859138097,deprive,Congo and Belgrade,0.026410089599654317
2246,0.02424944859138097,retirement,Belgrade Only,-0.0
2248,0.02424944859138097,slap,Congo and Belgrade,0.021069818934035024
2250,0.02424944859138097,temple,Belgrade Only,-0.02669207500599402
2252,0.02424944859138097,vailing,Belgrade Only,-0.0
2254,0.02424944859138097,veteran,Congo and Belgrade,0.02186368795487595
2256,0.02424944859138097,youngsters,Belgrade Only,-0.0
2258,0.024182615246351645,admission,Belgrade Only,-0.02386215724082896
2260,0.024182615246351645,aggressors,Belgrade Only,-0.0
2262,0.024182615246351645,ards,Belgrade Only,-0.0
2264,0.024182615246351645,cially,Congo and Belgrade,0.008518967796780224
2266,0.024182615246351645,deputies,Belgrade Only,-0.03287018126899089
2268,0.024182615246351645,device,Congo and Belgrade,0.011181501713602408
2270,0.024182615246351645,disturbances,Belgrade Only,-0.041071641589706866
2272,0.024182615246351645,effectively,Congo and Belgrade,0.006813135643490609
2274,0.024182615246351645,germans,Belgrade Only,-0.0
2276,0.024182615246351645,incapable,Belgrade Only,-0.02341965894527529
2278,0.024182615246351645,nialism,Congo and Belgrade,0.04722318584852474
2280,0.024182615246351645,otherwise,Belgrade Only,-0.0042076890681430335
2282,0.024182615246351645,plementation,Belgrade Only,-0.016387581092792283
2284,0.024182615246351645,recommendations,Congo and Belgrade,0.015489916548613229
2286,0.024182615246351645,text,Congo and Belgrade,0.025850269774984055
2288,0.024182615246351645,urged,Belgrade Only,-0.0286695410158246
2290,0.024182615246351645,warsaw,Belgrade Only,-0.0015555235423018801
2292,0.02417086863514358,sudanese,Congo and Belgrade,0.09611918521998672
2294,0.0241676934495232,akhbar,Congo and Belgrade,0.06593218528251266
2296,0.024079341327639416,boycott,Belgrade Only,-0.006140593123400985
2298,0.02406682923386988,currencies,Belgrade Only,-0.0668629115362712
2300,0.02406682923386988,flour,Belgrade Only,-0.04225371265586531
2302,0.02406682923386988,gulate,Belgrade Only,-0.0
2304,0.02406682923386988,inland,Belgrade Only,-0.0
2306,0.02406682923386988,istry,Belgrade Only,-0.010725782691598084
2308,0.02406682923386988,molasses,Belgrade Only,-0.017044395485515958
2310,0.02406682923386988,neim,Belgrade Only,-0.019028415420366398
2312,0.02406682923386988,network,Congo and Belgrade,0.046943455845205685
2314,0.02406682923386988,stipulates,Belgrade Only,-0.0
2316,0.02406682923386988,totalling,Belgrade Only,-0.006645887620123393
2318,0.02406682923386988,wheat,Belgrade Only,-0.0774651398690864
2320,0.023992913457101448,picture,Belgrade Only,-0.05479257880318132
2322,0.023991079067174684,establish,Congo and Belgrade,0.011715405421060192
2324,0.023923826731773155,stage,Belgrade Only,-0.05993949656168285
2326,0.023832402851171875,authorising,Belgrade Only,-0.020361654162053613
2328,0.02377962200366432,advocated,Belgrade Only,-0.05943041393101816
2330,0.02377962200366432,advocates,Congo and Belgrade,0.014421049669393384
2332,0.023723613680640368,possible,Congo and Belgrade,0.02270086796656582
2334,0.023599726950690576,matter,Congo and Belgrade,0.06762418715655924
2336,0.02356198071573189,formed,Congo and Belgrade,0.01774850529176257
2338,0.02350829888186201,fight,Congo and Belgrade,0.0074519625820329
2340,0.02350699474625913,nationalism,Congo and Belgrade,0.1891346480730403
2342,0.02348280942230556,maintain,Congo and Belgrade,0.02001810241956933
2344,0.023404729183028286,challenge,Congo and Belgrade,0.021082354621566272
2346,0.023368142082885183,airing,Belgrade Only,-0.0
2348,0.023368142082885183,aloud,Belgrade Only,-0.025095395952574817
2350,0.023368142082885183,appreciate,Congo and Belgrade,0.07540249665744382
2352,0.023368142082885183,attach,Congo and Belgrade,0.020037766711345224
2354,0.023368142082885183,belligerence,Belgrade Only,-0.020630631970003387
2356,0.023368142082885183,boasted,Belgrade Only,-0.023100270116431638
2358,0.023368142082885183,campaigns,Belgrade Only,-0.020630631970003387
2360,0.023368142082885183,clouds,Belgrade Only,-0.0
2362,0.023368142082885183,commits,Congo and Belgrade,0.023598217672466792
2364,0.023368142082885183,condemnation,Congo and Belgrade,0.044731261998568535
2366,0.023368142082885183,dragged,Belgrade Only,-0.0
2368,0.023368142082885183,fears,Congo and Belgrade,0.017744577313176673
2370,0.023368142082885183,harassing,Belgrade Only,-0.020630631970003387
2372,0.023368142082885183,lift,Belgrade Only,-0.0021564204351127818
2374,0.023368142082885183,lise,Belgrade Only,-0.023411439592051626
2376,0.023368142082885183,looks,Belgrade Only,-0.0032861012872700585
2378,0.023368142082885183,odd,Congo and Belgrade,0.03295301208186012
2380,0.023368142082885183,optimism,Belgrade Only,-0.0
2382,0.023368142082885183,passage,Belgrade Only,-0.045168077881988
2384,0.023368142082885183,permissible,Belgrade Only,-0.020582173873698272
2386,0.023368142082885183,perpetual,Belgrade Only,-0.020630631970003387
2388,0.023368142082885183,pioneers,Congo and Belgrade,0.019954002578873132
2390,0.023368142082885183,readily,Belgrade Only,-0.03166557326727732
2392,0.023368142082885183,ridiculous,Belgrade Only,-0.02133406795593758
2394,0.023368142082885183,speaks,Belgrade Only,-0.000422279064046244
2396,0.023368142082885183,suffer,Belgrade Only,-0.09093999872146352
2398,0.023368142082885183,survive,Belgrade Only,-0.021402340825437943
2400,0.023368142082885183,undermining,Belgrade Only,-0.0
2402,0.023368142082885183,worry,Congo and Belgrade,0.01154946057136276
2404,0.02334739410798624,consolidate,Congo and Belgrade,0.0037925211381770697
2406,0.023299437988393658,attacking,Belgrade Only,-0.019114227437198268
2408,0.023299437988393658,contained,Congo and Belgrade,0.0502997842252866
2410,0.023299437988393658,efficacy,Belgrade Only,-0.0
2412,0.023299437988393658,enjoyed,Congo and Belgrade,0.028505302692220475
2414,0.023299437988393658,heading,Congo and Belgrade,0.0007591175576416963
2416,0.023299437988393658,prevail,Congo and Belgrade,0.040650272705559855
2418,0.023295928436418242,supporting,Congo and Belgrade,0.12587313919876922
2420,0.023274957453538008,london,Belgrade Only,-0.045019095260070884
2422,0.023263276500217124,regime,Belgrade Only,-0.02209973615547976
2424,0.02308220192862544,show,Belgrade Only,-0.11570635106480542
2426,0.0230643489815479,services,Belgrade Only,-0.038164185273998716
2428,0.02305507329044974,domains,Congo and Belgrade,0.02377043328020779
2430,0.02305507329044974,endeavours,Belgrade Only,-0.02823902550838424
2432,0.02305507329044974,ens,Congo and Belgrade,0.02246822580071051
2434,0.02305507329044974,fit,Congo and Belgrade,0.017277980558771163
2436,0.02305507329044974,lish,Belgrade Only,-0.04800498457659631
2438,0.02305507329044974,oppose,Congo and Belgrade,0.038886106790643984
2440,0.02305507329044974,prevention,Belgrade Only,-0.0
2442,0.02305507329044974,tempts,Belgrade Only,-0.0017968949452709863
2444,0.02305507329044974,vinced,Belgrade Only,-0.024262881095890625
2446,0.02304772793058564,betterment,Congo and Belgrade,0.021522395752743145
2448,0.02304772793058564,combating,Belgrade Only,-0.015904882698568778
2450,0.02304772793058564,convince,Congo and Belgrade,0.04484693253258234
2452,0.02304772793058564,destructive,Congo and Belgrade,0.0373031505543154
2454,0.02304772793058564,feelings,Belgrade Only,-0.000568873392430307
2456,0.02304772793058564,hara,Congo and Belgrade,0.026367124858490857
2458,0.02304772793058564,helping,Belgrade Only,-0.0044321737503960216
2460,0.02304772793058564,hu,Belgrade Only,-0.0
2462,0.02304772793058564,immense,Belgrade Only,-0.0
2464,0.02304772793058564,irresponsible,Belgrade Only,-0.020630631970003387
2466,0.02304772793058564,possession,Congo and Belgrade,0.03979504229187555
2468,0.02304772793058564,precipitate,Belgrade Only,-0.0
2470,0.02304772793058564,radiation,Belgrade Only,-0.0
2472,0.02304772793058564,renounce,Congo and Belgrade,0.02805487957451673
2474,0.02304772793058564,stockpiles,Belgrade Only,-0.0
2476,0.02304772793058564,stresses,Belgrade Only,-0.020582173873698272
2478,0.02304772793058564,yoke,Congo and Belgrade,0.03392047425130595
2480,0.023003133563486284,pre,Belgrade Only,-0.01728604436772144
2482,0.022925756056727087,solution,Belgrade Only,-0.05104022413454461
2484,0.022849729692710204,judge,Belgrade Only,-0.03534134062688068
2486,0.02280546299965684,admit,Belgrade Only,-0.0
2488,0.02280546299965684,tember,Belgrade Only,-0.003841397195882979
2490,0.022664321707131427,claiming,Belgrade Only,-0.0204697107701608
2492,0.02261877327317919,hero,Belgrade Only,-0.02473013881383495
2494,0.022589313122374662,regards,Congo and Belgrade,0.004599968107872523
2496,0.022589313122374662,supreme,Congo and Belgrade,0.002531437902005071
2498,0.02252884753811562,created,Congo and Belgrade,0.006906122803349866
2500,0.02252884753811562,nikita,Congo and Belgrade,0.02439713635934173
2502,0.022458652483717718,went,Belgrade Only,-0.046004677809860124
2504,0.02245169114854671,atomic,Congo and Belgrade,0.1195678274628142
2506,0.02244548400232456,lebanon,Belgrade Only,-0.13910450347156128
2508,0.022375575912474143,ent,Congo and Belgrade,0.024863477117653927
2510,0.022340648528813352,consideration,Congo and Belgrade,0.02726746122647183
2512,0.022340648528813352,hinted,Belgrade Only,-0.023528779240064416
2514,0.022340648528813352,lieve,Congo and Belgrade,0.019954002578873132
2516,0.022340648528813352,meaning,Congo and Belgrade,0.046749022857183006
2518,0.022340648528813352,rion,Belgrade Only,-0.0
2520,0.022279075983537584,accra,Congo and Belgrade,0.05391090158831825
2522,0.022279075983537584,administrators,Belgrade Only,-0.01977024434025532
2524,0.022279075983537584,af,Congo and Belgrade,0.018564939300505102
2526,0.022279075983537584,explosion,Congo and Belgrade,0.029349036102995718
2528,0.022279075983537584,failing,Congo and Belgrade,0.03233577864170733
2530,0.022279075983537584,forthcoming,Belgrade Only,-0.005548820485519211
2532,0.022279075983537584,organs,Belgrade Only,-0.042387923650638586
2534,0.022279075983537584,referendum,Belgrade Only,-0.02614778063010828
2536,0.022279075983537584,shock,Belgrade Only,-0.0
2538,0.022279075983537584,sixth,Belgrade Only,-0.010007062978462314
2540,0.022279075983537584,teams,Congo and Belgrade,0.031991604778913885
2542,0.022279075983537584,tives,Congo and Belgrade,0.021337044765100684
2544,0.022279075983537584,underdeveloped,Belgrade Only,-0.0
2546,0.02220799459816349,weapons,Congo and Belgrade,0.04019646276895748
2548,0.022187785153821214,relations,Belgrade Only,-0.05054314201932407
2550,0.022178720755759558,causes,Belgrade Only,-0.007679312997129469
2552,0.022172404089549555,commercial,Belgrade Only,-0.03748558607723405
2554,0.022172404089549555,initiated,Belgrade Only,-2.3696554819688667e-05
2556,0.022172404089549555,leaf,Congo and Belgrade,0.02246822580071051
2558,0.022172404089549555,protocol,Belgrade Only,-0.01977024434025532
2560,0.022172404089549555,tal,Belgrade Only,-0.0
2562,0.022172404089549555,tant,Congo and Belgrade,0.014258386820383785
2564,0.022172404089549555,tobacco,Belgrade Only,-0.03374830837903367
2566,0.022170001008592448,progress,Congo and Belgrade,0.0195732464224659
2568,0.022140496269319732,involving,Congo and Belgrade,0.008051383998627823
2570,0.02207345003226619,savings,Belgrade Only,-0.03656477894468919
2572,0.021886999897525572,attributed,Belgrade Only,-0.0
2574,0.021886999897525572,examples,Congo and Belgrade,0.05522014373376894
2576,0.021886999897525572,reputation,Congo and Belgrade,0.03233577864170733
2578,0.021862719962078052,gime,Belgrade Only,-0.019069331135655183
2580,0.021663916462616374,everywhere,Congo and Belgrade,0.08638084013512892
2582,0.021663916462616374,neutralism,Congo and Belgrade,0.17571424898852145
2584,0.021616759951896467,television,Belgrade Only,-0.046817493008595945
2586,0.0215701133533828,absolute,Congo and Belgrade,0.03425661841712989
2588,0.0215701133533828,acknowledge,Congo and Belgrade,0.03233577864170733
2590,0.0215701133533828,anywhere,Congo and Belgrade,0.050667121472276255
2592,0.0215701133533828,assisted,Belgrade Only,-0.0
2594,0.0215701133533828,cessary,Belgrade Only,-0.0
2596,0.0215701133533828,ethnic,Congo and Belgrade,0.02544927247755157
2598,0.0215701133533828,genocide,Belgrade Only,-0.02470019360181389
2600,0.0215701133533828,guantanamo,Belgrade Only,-0.0
2602,0.0215701133533828,minorities,Congo and Belgrade,0.04267408953020137
2604,0.0215701133533828,peacefully,Belgrade Only,-0.04702188159147156
2606,0.0215701133533828,recommend,Belgrade Only,-0.0
2608,0.0215701133533828,repressive,Congo and Belgrade,0.003380698450226525
2610,0.0215701133533828,subsequent,Belgrade Only,-0.014571233220100822
2612,0.0215701133533828,termination,Belgrade Only,-0.09120600001357372
2614,0.0215701133533828,termined,Belgrade Only,-0.0
2616,0.021563471974854087,actions,Congo and Belgrade,0.017667110053124338
2618,0.02153970258142826,might,Congo and Belgrade,0.0109494069959697
2620,0.02152871423355444,criminal,Belgrade Only,-0.0
2622,0.02152871423355444,di,Belgrade Only,-0.017674731544576903
2624,0.02152871423355444,entity,Congo and Belgrade,0.005568134374639163
2626,0.02152871423355444,evoked,Belgrade Only,-0.0
2628,0.02152871423355444,original,Congo and Belgrade,0.02995901571096614
2630,0.02152871423355444,patriotism,Congo and Belgrade,0.03930595050357405
2632,0.02152871423355444,pendent,Congo and Belgrade,0.02206793393028434
2634,0.02152871423355444,quo,Congo and Belgrade,0.026888481978723986
2636,0.02152871423355444,relaxation,Belgrade Only,-0.0
2638,0.02151180941307216,solving,Belgrade Only,-0.0
2640,0.02131681144290041,objectives,Congo and Belgrade,0.08029238994165361
2642,0.02126455410666493,po,Belgrade Only,-0.0
2644,0.021240288712009742,cordial,Belgrade Only,-0.0
2646,0.021240288712009742,exclusive,Belgrade Only,-0.06902760975457738
2648,0.021240288712009742,ian,Belgrade Only,-0.0
2650,0.021240288712009742,securing,Belgrade Only,-0.0
2652,0.021240288712009742,tuation,Congo and Belgrade,0.03295301208186012
2654,0.021240288712009742,weaken,Congo and Belgrade,0.026820675669717308
2656,0.02123352154357608,amongst,Belgrade Only,-0.03552139586058431
2658,0.02123352154357608,appealed,Belgrade Only,-0.0
2660,0.02123352154357608,blem,Belgrade Only,-0.028615297290586195
2662,0.02123352154357608,contemplate,Congo and Belgrade,0.021351887282127342
2664,0.02123352154357608,jure,Belgrade Only,-0.0
2666,0.02123352154357608,promoting,Congo and Belgrade,0.0257891159445037
2668,0.02123352154357608,statesmen,Belgrade Only,-0.0
2670,0.021223845099677764,neutrality,Belgrade Only,-0.010805278137396164
2672,0.021198165431638737,early,Belgrade Only,-0.007637626874911765
2674,0.02112736639887276,finance,Belgrade Only,-0.016489091888140104
2676,0.021026623674291305,rather,Congo and Belgrade,0.031178728627083943
2678,0.020986333331489256,defeat,Belgrade Only,-0.13604135681311466
2680,0.020986333331489256,extreme,Belgrade Only,-0.0011875771624399898
2682,0.020986333331489256,vote,Congo and Belgrade,0.07230126730441976
2684,0.020928493383040186,russia,Belgrade Only,-0.011868185219946805
2686,0.020928493383040186,signing,Congo and Belgrade,0.032074966038930536
2688,0.020928493383040186,sions,Belgrade Only,-0.04222370377176605
2690,0.020928493383040186,ther,Belgrade Only,-0.028103655875051762
2692,0.020928493383040186,usurped,Belgrade Only,-0.00801775311620838
2694,0.02087615366817769,understand,Belgrade Only,-0.0016336237511956405
2696,0.02082828805903417,comparison,Belgrade Only,-0.0166652841432115
2698,0.02082828805903417,fuel,Belgrade Only,-0.0
2700,0.02082828805903417,pital,Belgrade Only,-0.0
2702,0.02082828805903417,slavia,Belgrade Only,-0.0
2704,0.0208243601606727,cow,Belgrade Only,-0.0
2706,0.02079142779975229,elimination,Belgrade Only,-0.0
2708,0.02079142779975229,presence,Congo and Belgrade,0.09170320981893833
2710,0.020743210664288626,firm,Belgrade Only,-0.02209721428433153
2712,0.020738816674860477,understood,Belgrade Only,-0.0
2714,0.020731205028384086,referred,Belgrade Only,-0.02505045099422545
2716,0.02059184994699945,perhaps,Congo and Belgrade,0.10328790121277777
2718,0.020559866099873748,naguib,Congo and Belgrade,0.04369519367103853
2720,0.020553328375640258,reveal,Belgrade Only,-0.0204697107701608
2722,0.020478942418557862,porting,Belgrade Only,-0.0
2724,0.020454464178131,opened,Congo and Belgrade,0.06771017614313013
2726,0.02042286796623104,getting,Belgrade Only,-0.02283325281873901
2728,0.02041650923592219,growth,Congo and Belgrade,0.016093064218704836
2730,0.02041650923592219,promote,Belgrade Only,-0.08281014653893604
2732,0.020275771172940427,attitude,Congo and Belgrade,0.2373031389574366
2734,0.02022361940482795,admitting,Belgrade Only,-0.021402340825437943
2736,0.02022361940482795,imminent,Belgrade Only,-0.015227069185058097
2738,0.02022361940482795,preparation,Congo and Belgrade,0.0005657360293625348
2740,0.02022361940482795,prospects,Belgrade Only,-0.003366260122763679
2742,0.02022361940482795,raising,Belgrade Only,-0.05425294677144549
2744,0.02022361940482795,remark,Belgrade Only,-0.021977021812574483
2746,0.02022361940482795,sooner,Congo and Belgrade,0.021537029675187908
2748,0.02013900058323706,wishes,Congo and Belgrade,0.018388060248063574
2750,0.020136101891431783,facing,Belgrade Only,-0.06437601557353183
2752,0.020121086821945938,holland,Belgrade Only,-0.0
2754,0.0200720385211805,influences,Congo and Belgrade,0.021337044765100684
2756,0.020022803554977608,effect,Congo and Belgrade,0.09424994197006796
2758,0.01996442371496217,season,Belgrade Only,-0.0
2760,0.019952678562236082,seriously,Belgrade Only,-0.038607965347387085
2762,0.01994632162715086,mo,Belgrade Only,-0.0
2764,0.01994632162715086,mother,Belgrade Only,-0.030479335059142108
2766,0.01994632162715086,ussr,Congo and Belgrade,0.020922868428286747
2768,0.01993584485247444,cuban,Belgrade Only,-0.003830952830568193
2770,0.019896280217536123,bound,Congo and Belgrade,0.0012505820867155354
2772,0.019896280217536123,recalled,Congo and Belgrade,0.006739234802220996
2774,0.019896280217536123,regarding,Congo and Belgrade,0.03206023142402222
2776,0.01988090013105301,delegations,Belgrade Only,-0.058872457956479565
2778,0.01987221768522472,conferees,Belgrade Only,-0.0
2780,0.01987221768522472,conformity,Belgrade Only,-0.02823902550838424
2782,0.01987221768522472,determined,Belgrade Only,-0.0016835435410646302
2784,0.01987221768522472,fundamental,Congo and Belgrade,0.035975193128278515
2786,0.01987221768522472,negotiation,Belgrade Only,-0.0
2788,0.01987221768522472,reaffirm,Belgrade Only,-0.02589630233077315
2790,0.01987221768522472,repeated,Belgrade Only,-0.05491716234821272
2792,0.01987221768522472,rightful,Congo and Belgrade,0.055806561265964436
2794,0.01978571066840504,food,Belgrade Only,-0.0017747429083389559
2796,0.01978571066840504,reclamation,Belgrade Only,-0.02754348827196925
2798,0.01978391074921062,elected,Belgrade Only,-0.0017170482598913256
2800,0.019757617891531087,dreams,Congo and Belgrade,0.006540502707510236
2802,0.019748998497075832,playing,Belgrade Only,-0.025019685647153928
2804,0.01969338092543169,happen,Congo and Belgrade,0.0197687170742423
2806,0.01960825877361366,ful,Congo and Belgrade,0.11860117927682245
2808,0.0195630714602769,answer,Congo and Belgrade,0.08206050954809313
2810,0.019526321194780583,western,Congo and Belgrade,0.048672842323233316
2812,0.01931204143626751,education,Congo and Belgrade,0.060230142440660266
2814,0.01922666439843147,evening,Belgrade Only,-0.017600164923804326
2816,0.01921930729841078,accession,Congo and Belgrade,0.05128614073849376
2818,0.01921930729841078,asswan,Belgrade Only,-0.014902707903498525
2820,0.01921930729841078,cancer,Congo and Belgrade,0.021337044765100684
2822,0.01921930729841078,fares,Congo and Belgrade,0.023598217672466792
2824,0.01921930729841078,fawzy,Belgrade Only,-0.0
2826,0.01921930729841078,habib,Congo and Belgrade,0.021926787800294896
2828,0.01921930729841078,inhabitants,Congo and Belgrade,0.026461639056067868
2830,0.01921930729841078,khaled,Belgrade Only,-0.017674731544576903
2832,0.01921930729841078,lasted,Belgrade Only,-0.02028315673244369
2834,0.01921930729841078,libya,Congo and Belgrade,0.041554122230546345
2836,0.01921930729841078,odds,Congo and Belgrade,0.019152322280051263
2838,0.01921930729841078,plenty,Belgrade Only,-0.0
2840,0.01921930729841078,riots,Belgrade Only,-0.027569216626217342
2842,0.01921930729841078,senior,Belgrade Only,-0.0
2844,0.01921930729841078,shtura,Belgrade Only,-0.0
2846,0.01921930729841078,travels,Belgrade Only,-0.0
2848,0.01921930729841078,triumph,Congo and Belgrade,0.01597102840248887
2850,0.019211309209750883,loving,Congo and Belgrade,0.0013773910125683627
2852,0.019147069289120525,destroy,Belgrade Only,-0.011925957970196443
2854,0.01907753326892164,accept,Congo and Belgrade,0.029835559915805925
2856,0.01906853530108049,membership,Congo and Belgrade,0.05415310168825428
2858,0.019067315834097102,nomy,Belgrade Only,-0.018197763559218032
2860,0.01905481216029965,controversial,Belgrade Only,-0.0
2862,0.01905481216029965,diction,Belgrade Only,-0.0
2864,0.01905481216029965,doubtful,Congo and Belgrade,0.023471727922602846
2866,0.01905481216029965,jesus,Belgrade Only,-0.016435090634495445
2868,0.01905481216029965,lows,Belgrade Only,-0.017888614610235845
2870,0.01905481216029965,mila,Belgrade Only,-0.0
2872,0.01905481216029965,ninth,Belgrade Only,-0.0166652841432115
2874,0.01905481216029965,notice,Belgrade Only,-4.0229604741031154e-05
2876,0.01905481216029965,occasions,Congo and Belgrade,0.043074059350375817
2878,0.01905481216029965,proportion,Belgrade Only,-0.020582173873698272
2880,0.01905481216029965,retaliated,Belgrade Only,-0.0
2882,0.01905481216029965,turmoil,Belgrade Only,-0.02823902550838424
2884,0.01904504076853172,zone,Belgrade Only,-0.038228454874396536
2886,0.01903452691455845,annual,Belgrade Only,-0.14889828075651002
2888,0.019024954120226124,opportunity,Congo and Belgrade,0.03366831793249977
2890,0.019011441379424284,bureau,Belgrade Only,-0.010725782691598084
2892,0.01898837432905385,stand,Congo and Belgrade,0.07691715540533665
2894,0.018947891804414446,race,Congo and Belgrade,0.06028247045053975
2896,0.018928111736819853,developing,Congo and Belgrade,0.0553518444721323
2898,0.01890126536410663,informed,Belgrade Only,-0.02133406795593758
2900,0.018867029992160615,known,Congo and Belgrade,0.09224523772573387
2902,0.018856529456645656,enough,Belgrade Only,-0.14110782521062898
2904,0.018772288417380618,guidance,Belgrade Only,-0.003535116367182903
2906,0.018734056503922118,single,Congo and Belgrade,0.00608062953186625
2908,0.0187174309831598,course,Belgrade Only,-0.030451340010000976
2910,0.018667541537129836,catastrophe,Belgrade Only,-0.0
2912,0.018667541537129836,constitutes,Congo and Belgrade,0.05677554029273215
2914,0.018667541537129836,decisions,Congo and Belgrade,0.007575724996162761
2916,0.018667541537129836,gross,Belgrade Only,-0.040723308324107234
2918,0.018667541537129836,tunisian,Congo and Belgrade,0.02182777229595276
2920,0.018667541537129836,withdrawal,Congo and Belgrade,0.06739976634243715
2922,0.018650167535630292,difficult,Congo and Belgrade,6.033661029437485e-05
2924,0.01864208792089877,politics,Belgrade Only,-0.019586646555411463
2926,0.018483842126668048,yom,Congo and Belgrade,0.004729340426631814
2928,0.01838419155549721,proof,Belgrade Only,-0.0032918671409836306
